data_ora;rad;temperatura;elevazione;;;
2023-03-01 03:27:26.319;3688;40.32;35;;;
2023-03-01 03:27:26.522;3671;40.32;35;;;
2023-03-01 03:27:26.741;3675;40.32;35;;;
2023-03-01 03:27:26.944;3678;40.32;35;;;
2023-03-01 03:27:27.147;3678;40.32;35;;;
2023-03-01 03:27:27.366;3684;40.32;35;;;
2023-03-01 03:27:27.569;3690;40.32;35;;;
2023-03-01 03:27:27.772;3690;40.32;35;;;
2023-03-01 03:27:27.991;3704;40.32;35;;;
2023-03-01 03:27:28.194;3694;40.32;35;;;
2023-03-01 03:27:28.413;3694;40.32;35;;;
2023-03-01 03:27:28.631;3713;40.32;35;;;
2023-03-01 03:27:28.834;3707;40.32;35;;;
2023-03-01 03:27:28.991;3713;40.32;35;;;
2023-03-01 03:27:29.194;3722;40.32;35;;;
2023-03-01 03:27:29.412;3717;40.32;35;;;
2023-03-01 03:27:29.616;3739;40.32;35;;;
2023-03-01 03:27:29.819;3741;40.32;35;;;
2023-03-01 03:27:30.037;3723;40.29;35;;;
2023-03-01 03:27:30.241;3735;40.29;35;;;
2023-03-01 03:27:30.444;3743;40.29;35;;;
2023-03-01 03:27:30.662;3727;40.29;35;;;
2023-03-01 03:27:30.865;3713;40.29;35;;;
2023-03-01 03:27:31.084;3747;40.29;35;;;
2023-03-01 03:27:31.287;3751;40.29;35;;;
2023-03-01 03:27:31.491;3743;40.29;35;;;
2023-03-01 03:27:31.694;3726;40.29;35;;;
2023-03-01 03:27:31.912;3751;40.29;35;;;
2023-03-01 03:27:32.115;3751;40.29;35;;;
2023-03-01 03:27:32.334;3719;40.29;35;;;
2023-03-01 03:27:32.553;3704;40.29;35;;;
2023-03-01 03:27:32.709;3733;40.29;35;;;
2023-03-01 03:27:32.912;3725;40.29;35;;;
2023-03-01 03:27:33.131;3707;40.29;35;;;
2023-03-01 03:27:33.334;3703;40.29;35;;;
2023-03-01 03:27:33.537;3723;40.29;35;;;
2023-03-01 03:27:33.740;3707;40.29;35;;;
2023-03-01 03:27:33.959;3725;40.29;35;;;
2023-03-01 03:27:34.162;3714;40.29;35;;;
2023-03-01 03:27:34.365;3723;40.29;35;;;
2023-03-01 03:27:34.568;3747;40.29;35;;;
2023-03-01 03:27:34.787;3718;40.29;35;;;
2023-03-01 03:27:34.990;3701;40.29;35;;;
